order_id,order_time,delivery_time,restaurant,cuisine,total_amount,rating,location,city,ordered_qty,book_table,online_order,distance_km
ORD_0913,2023-12-20 21:45:00,,Corner House,Fast Food,147.1,3.0 / 5,Jayanagar,Bengaluru,7,,No,
ORD_0914,2023-10-09 07:09:00,2023-10-09 07:53:00,Vidyarthi Bhavan,South Indian,120.69,2.1/5,HSR Layout,Bengaluru ,3,No,Yes,3.4
ORD_0915,2023-12-16 20:02:00,,Toit,Indian,137.28,3.0 / 5,HSR Layout,Bengaluru ,3,,,
ORD_0916,2023-12-06 01:49:00,2023-12-06 02:04:00,Meghana Foods,North Indian,124.8,4.0/5,Marthahalli,Bengaluru,4,,Yes,13.13
ORD_0917,2023-10-04 08:27:00,,Leon Grill,Desserts,140.63,3.0 / 5,Electronic City,Bengaluru ,1,Yes,,
ORD_0918,2023-11-30 04:22:00,,Leon Grill,Mughlai,25.75,,Indiranagar,Bengaluru ,8,,No,
ORD_0919,2023-10-20 14:23:00,,Nandhini,Indian,128.1,NEW,BTM Layout,Bengaluru ,1,,No,
ORD_0920,2023-12-24 07:54:00,,Empire Restaurant,Mexican,87.77,NEW,Hebbal,Bengaluru,6,,,
ORD_0921,2023-10-16 22:21:00,,Meghana Foods,Mughlai,35.83,3.0 / 5,Malleshwaram,Bnegaluru,1,,,
ORD_0922,2023-10-03 00:47:00,,Leon Grill,North Indian,7.02,,RR Nagar,Bengaluru ,8,Yes,No,
ORD_0923,2023-12-02 15:46:00,,Empire Restaurant,Coffee,115.7,NEW,Marthahalli,Bengaluru ,6,No,,
ORD_0924,2023-10-31 06:07:00,2023-10-31 06:22:00,Vidyarthi Bhavan,Japanese,11.83,,Basavanagudi,Bnegaluru,3,Yes,Yes,9.43
ORD_0925,2023-12-23 10:32:00,,Mainland China,Japanese,90.25,2.9/5,BTM Layout,bengaluru,1,,No,
ORD_0926,2023-11-07 00:06:00,,Burger King,Mughlai,130.84,3.3/5,Jayanagar,Bnegaluru,6,,,
ORD_0927,2023-10-06 08:16:00,,Vidyarthi Bhavan,Mughlai,69.44,4.0/5,BTM Layout,bengaluru,7,,,
ORD_0928,2023-10-31 22:01:00,,Sushi Zen,Italian,91.48,NEW,Whitefield,Bengaluru ,3,Yes,,
ORD_0929,2023-12-03 01:48:00,,Taco Bell,Biryani,43.9,,JP Nagar,Bnegaluru,1,No,No,
ORD_0930,2023-10-11 11:33:00,,Vidyarthi Bhavan,Indian,79.36,3.7/5,BTM Layout,Bengaluru,1,,No,
ORD_0931,2023-11-10 04:49:00,,Empire Restaurant,South Indian,76.01,2.9/5,BTM Layout,bengaluru,6,Yes,No,
ORD_0932,2023-12-04 21:46:00,2023-12-04 22:33:00,Sushi Zen,Italian,131.19,NEW,BTM Layout,Bengaluru ,4,,Yes,1.45
ORD_0933,2023-10-27 12:46:00,2023-10-27 13:47:00,Starbucks,Coffee,136.62,,Basavanagudi,bengaluru,5,,Yes,5.51
ORD_0934,2023-10-18 07:17:00,2023-10-18 08:09:00,Truffles,Japanese,54.99,2.6/5,Kengeri,Bnegaluru,7,,Yes,2.69
ORD_0935,2023-10-31 14:59:00,,Vidyarthi Bhavan,Italian,129.59,4.0/5,BTM Layout,bengaluru,6,,,
ORD_0936,2023-10-05 08:34:00,2023-10-05 09:29:00,Sushi Zen,Desserts,86.33,3.0 / 5,JP Nagar,Bengaluru ,6,No,Yes,13.16
ORD_0937,2023-12-17 01:50:00,,Corner House,Biryani,72.23,,Koramangala,Bengaluru,7,,No,
ORD_0938,2023-10-24 10:07:00,,Mainland China,Continental,136.37,NEW,Electronic City,bengaluru,6,Yes,,
ORD_0939,2023-12-06 04:29:00,,Pizza Hut,Mexican,132.82,NEW,Jayanagar,Bnegaluru,6,No,No,
ORD_0940,2023-10-30 12:28:00,,Meghana Foods,Biryani,31.02,,Banashankari,Bengaluru ,1,,,
ORD_0941,2023-12-09 22:33:00,,Truffles,Japanese,47.41,,Indiranagar,Bengaluru,3,,,
ORD_0942,2023-10-16 20:11:00,,Vidyarthi Bhavan,Fast Food,24.46,3.0 / 5,Banashankari,Bnegaluru,3,No,,
ORD_0943,2023-10-17 19:33:00,,Truffles,North Indian,92.42,NEW,RR Nagar,bengaluru,8,,No,
ORD_0944,2023-12-19 15:42:00,,Toit,South Indian,120.71,NEW,Hebbal,Bengaluru ,2,No,,
ORD_0945,2023-10-01 00:37:00,2023-10-01 01:21:00,Corner House,Indian,142.57,4.0/5,Koramangala,Bengaluru ,8,,Yes,11.63
ORD_0946,2023-10-22 03:21:00,,Meghana Foods,Biryani,132.54,NEW,Basavanagudi,Bengaluru ,3,No,No,
ORD_0947,2023-10-29 15:16:00,,Starbucks,Mexican,18.19,3.4/5,Hebbal,Bengaluru,1,,,
ORD_0948,2023-12-15 07:06:00,,Nandhini,Desserts,19.32,3.0 / 5,Electronic City,Bengaluru,2,No,No,
ORD_0949,2023-12-10 18:02:00,2023-12-10 18:57:00,Toit,Italian,5.67,,Basavanagudi,bengaluru,5,Yes,Yes,13.42
ORD_0950,2023-11-18 08:10:00,,Truffles,Fast Food,20.05,4.0/5,Electronic City,Bengaluru ,5,No,,
ORD_0951,2023-10-23 23:26:00,,Corner House,Desserts,59.15,NEW,Hebbal,Bengaluru ,7,,,
ORD_0952,2023-12-05 11:08:00,2023-12-05 11:50:00,Leon Grill,Desserts,45.44,2.4/5,Malleshwaram,Bnegaluru,6,No,Yes,4.26
ORD_0953,2023-10-16 12:44:00,,Nandhini,Continental,108.32,4.0/5,Jayanagar,bengaluru,4,,,
ORD_0954,2023-12-01 09:58:00,2023-12-01 10:32:00,Mainland China,Fast Food,134.48,NEW,Basavanagudi,Bnegaluru,6,,Yes,10.92
ORD_0955,2023-12-12 07:26:00,,Mainland China,Desserts,121.35,3.4/5,JP Nagar,Bengaluru ,2,,,
ORD_0956,2023-11-24 10:27:00,,Burger King,North Indian,21.29,3.0 / 5,Basavanagudi,bengaluru,8,,,
ORD_0957,2023-11-01 09:40:00,,Toit,Indian,112.15,,Electronic City,Bengaluru ,1,Yes,,
ORD_0958,2023-10-09 08:46:00,,Taco Bell,Mughlai,60.43,4.0/5,Marthahalli,Bengaluru ,1,,,
ORD_0959,2023-11-28 05:20:00,,McD,Chinese,6.13,,Koramangala,bengaluru,1,No,No,
ORD_0960,2023-11-29 21:05:00,,Corner House,Desserts,25.57,4.0/5,Hebbal,Bengaluru,6,,,
ORD_0961,2023-10-18 13:21:00,2023-10-18 14:03:00,Starbucks,Coffee,95.49,3.0 / 5,JP Nagar,Bengaluru ,2,,Yes,1.42
ORD_0962,2023-10-29 12:55:00,,McD,South Indian,112.67,3.7/5,Banashankari,bengaluru,8,,No,
ORD_0963,2023-11-21 18:36:00,,Sushi Zen,North Indian,46.63,NEW,Kengeri,bengaluru,7,No,,
ORD_0964,2023-10-24 07:38:00,2023-10-24 08:32:00,Sushi Zen,Italian,92.3,3.0/5,JP Nagar,Bengaluru,7,Yes,Yes,13.63
ORD_0965,2023-10-25 10:22:00,2023-10-25 11:16:00,Corner House,Biryani,36.13,,Electronic City,Bengaluru,8,No,Yes,3.09
ORD_0966,2023-11-07 00:21:00,,Corner House,Fast Food,145.45,,Kengeri,Bnegaluru,6,No,,
ORD_0967,2023-10-21 20:35:00,,Starbucks,Mughlai,74.31,4.0/5,Kengeri,Bengaluru ,1,No,,
ORD_0968,2023-11-10 07:55:00,2023-11-10 08:48:00,Toit,Indian,80.04,4.0/5,Malleshwaram,Bnegaluru,3,,Yes,6.53
ORD_0969,2023-11-21 02:31:00,2023-11-21 02:48:00,McD,Italian,42.14,NEW,Kengeri,Bengaluru ,6,,Yes,9.9
ORD_0970,2023-12-28 16:02:00,,Leon Grill,Fast Food,111.71,3.0 / 5,Kengeri,bengaluru,7,No,No,
ORD_0971,2023-10-04 19:47:00,2023-10-04 20:09:00,Nandhini,Italian,97.04,2.6/5,Kengeri,Bnegaluru,3,,Yes,1.18
ORD_0972,2023-10-15 11:56:00,,Vidyarthi Bhavan,Mughlai,118.5,4.0/5,Banashankari,Bnegaluru,1,No,,
ORD_0973,2023-12-10 21:55:00,,Corner House,Mughlai,103.27,4.0/5,Electronic City,Bengaluru,5,Yes,,
ORD_0974,2023-10-23 14:48:00,2023-10-23 15:41:00,Taco Bell,Indian,14.79,4.0/5,RR Nagar,Bengaluru,6,Yes,Yes,8.52
ORD_0975,2023-10-29 21:11:00,,Pizza Hut,Mughlai,129.01,4.5/5,Koramangala,bengaluru,7,,,
ORD_0976,2023-11-26 01:30:00,,Nandhini,Coffee,106.82,4.0/5,Kengeri,bengaluru,3,,,
ORD_0977,2023-11-09 19:21:00,,Burger King,Desserts,96.25,2.4/5,Indiranagar,Bnegaluru,7,No,No,
ORD_0978,2023-11-03 06:08:00,,Meghana Foods,Biryani,13.87,NEW,Jayanagar,bengaluru,4,,,
ORD_0979,2023-10-19 09:29:00,,Meghana Foods,Chinese,48.85,4.0/5,Basavanagudi,Bengaluru ,8,,No,
ORD_0980,2023-10-31 19:16:00,,Meghana Foods,Continental,11.69,NEW,Koramangala,Bnegaluru,6,Yes,,
ORD_0981,2023-11-20 07:25:00,,Truffles,Mexican,55.35,NEW,Koramangala,Bengaluru,2,Yes,,
ORD_0982,2023-10-02 07:25:00,,Burger King,Mughlai,130.2,3.0 / 5,BTM Layout,Bengaluru ,4,No,,
ORD_0983,2023-10-19 22:52:00,,Truffles,Coffee,69.5,2.6/5,Indiranagar,Bengaluru,4,Yes,No,
ORD_0984,2023-11-28 20:01:00,,Nandhini,Indian,89.07,,Koramangala,Bengaluru ,3,No,,
ORD_0985,2023-10-18 19:31:00,,Pizza Hut,Mughlai,21.11,4.0/5,JP Nagar,Bengaluru,8,,,
ORD_0986,2023-12-12 20:36:00,,Nandhini,Chinese,7.92,NEW,Indiranagar,Bnegaluru,4,,,
ORD_0987,2023-10-26 16:12:00,,Toit,Coffee,69.52,3.0 / 5,Hebbal,Bengaluru,5,,No,
ORD_0988,2023-10-29 06:35:00,2023-10-29 07:28:00,McD,Coffee,34.81,2.8/5,Indiranagar,Bnegaluru,1,,Yes,3.8
ORD_0989,2023-11-06 22:42:00,,Taco Bell,Indian,68.83,,Hebbal,Bengaluru,6,Yes,No,
ORD_0990,2023-10-23 11:31:00,,Leon Grill,Biryani,50.05,3.4/5,Banashankari,Bengaluru,1,Yes,,
ORD_0991,2023-10-26 20:36:00,,Corner House,Indian,109.77,3.0 / 5,Koramangala,Bengaluru ,8,,No,
ORD_0992,2023-10-18 10:49:00,,Vidyarthi Bhavan,Fast Food,18.85,NEW,HSR Layout,Bnegaluru,5,,,
ORD_0993,2023-12-17 21:41:00,,Pizza Hut,South Indian,146.18,3.0 / 5,RR Nagar,Bengaluru,3,,,
ORD_0994,2023-12-26 02:26:00,,McD,Desserts,11.09,NEW,Koramangala,Bengaluru,5,,,
ORD_0995,2023-12-16 10:55:00,2023-12-16 11:34:00,Starbucks,Mexican,72.6,4.0/5,Koramangala,Bnegaluru,1,Yes,Yes,8.45
ORD_0996,2023-12-27 04:07:00,,Leon Grill,Fast Food,27.83,NEW,Whitefield,Bengaluru ,7,No,No,
ORD_0997,2023-10-09 11:02:00,2023-10-09 11:46:00,Leon Grill,North Indian,41.6,,Banashankari,Bengaluru ,1,No,Yes,3.85
ORD_0998,2023-11-22 20:52:00,,Meghana Foods,Biryani,57.89,,JP Nagar,Bnegaluru,3,No,,
ORD_0999,2023-12-26 11:08:00,,Taco Bell,Japanese,65.34,NEW,HSR Layout,bengaluru,4,,No,
ORD_1000,2023-11-23 20:17:00,2023-11-23 20:35:00,Burger King,Italian,45.45,NEW,Basavanagudi,Bengaluru,2,No,Yes,10.63
ORD_1001,2023-12-11 23:17:00,,Vidyarthi Bhavan,North Indian,103.52,NEW,HSR Layout,Bengaluru ,8,Yes,No,
ORD_1002,2023-11-08 15:18:00,,Nandhini,Mughlai,112.81,NEW,Jayanagar,Bengaluru ,4,Yes,,
ORD_1003,2023-12-13 15:44:00,,Starbucks,Continental,36.77,3.0 / 5,Whitefield,bengaluru,6,No,,
ORD_1004,2023-11-14 01:18:00,,Sushi Zen,South Indian,90.25,,BTM Layout,Bnegaluru,6,Yes,,
ORD_1005,2023-10-25 14:36:00,,Corner House,Fast Food,124.05,NEW,Hebbal,bengaluru,5,No,,
ORD_1006,2023-12-13 11:18:00,2023-12-13 12:01:00,Vidyarthi Bhavan,Mughlai,41.44,3.0 / 5,Banashankari,bengaluru,2,,Yes,2.9
ORD_1007,2023-10-13 12:58:00,,Leon Grill,Continental,124.39,3.0 / 5,Indiranagar,Bengaluru ,7,,,
ORD_1008,2023-11-25 09:14:00,,McD,Continental,49.61,NEW,Whitefield,bengaluru,7,No,,
ORD_1009,2023-10-20 11:42:00,,Leon Grill,Biryani,29.86,3.0 / 5,Banashankari,Bengaluru ,7,,No,
ORD_1010,2023-12-01 07:43:00,,Taco Bell,Coffee,103.21,2.2/5,Jayanagar,Bnegaluru,1,Yes,,
ORD_1011,2023-10-30 04:16:00,2023-10-30 05:06:00,Burger King,Italian,132.06,NEW,Kengeri,Bnegaluru,3,Yes,Yes,13.06
ORD_1012,2023-11-05 05:36:00,2023-11-05 06:08:00,Corner House,Continental,132.83,4.0/5,Indiranagar,bengaluru,3,,Yes,9.27
ORD_1013,2023-11-30 11:56:00,,Truffles,Biryani,140.26,NEW,Malleshwaram,Bnegaluru,7,,,
ORD_1014,2023-11-27 06:27:00,,Corner House,Mexican,13.52,3.9/5,HSR Layout,Bnegaluru,7,,,
ORD_1015,2023-11-14 16:51:00,2023-11-14 17:46:00,Toit,South Indian,95.33,4.0/5,HSR Layout,Bengaluru,2,Yes,Yes,4.38
ORD_1016,2023-12-28 07:08:00,,Nandhini,Chinese,147.92,,Kengeri,Bengaluru,7,Yes,No,
ORD_1017,2023-12-02 11:05:00,,Pizza Hut,Fast Food,43.54,3.2/5,Kengeri,Bengaluru,6,,,
ORD_1018,2023-11-09 16:58:00,,Meghana Foods,Coffee,68.87,4.0/5,Indiranagar,Bengaluru,4,,,
ORD_1019,2023-12-08 01:20:00,,McD,North Indian,26.3,,RR Nagar,Bengaluru,5,,No,
ORD_1020,2023-11-07 22:34:00,,Toit,Mexican,148.63,4.0/5,Jayanagar,Bengaluru,1,Yes,,
ORD_1021,2023-11-06 12:36:00,,Taco Bell,Desserts,91.64,NEW,Koramangala,Bengaluru,3,,,
ORD_1022,2023-10-14 18:30:00,,Corner House,Continental,82.2,,BTM Layout,Bengaluru,6,No,No,
ORD_1023,2023-11-25 06:12:00,,Burger King,Mughlai,140.54,4.0/5,Malleshwaram,Bengaluru ,6,No,No,
ORD_1024,2023-11-26 11:22:00,,Mainland China,Coffee,96.86,2.3/5,Basavanagudi,bengaluru,8,Yes,,
ORD_1025,2023-10-09 06:24:00,,Nandhini,Mexican,39.38,,Malleshwaram,bengaluru,7,,,
ORD_1026,2023-11-23 01:56:00,,Truffles,Japanese,22.26,,Hebbal,Bengaluru,3,,,
ORD_1027,2023-10-03 15:21:00,,Truffles,North Indian,124.86,,Whitefield,bengaluru,2,,,
ORD_1028,2023-11-20 01:17:00,2023-11-20 01:47:00,Toit,Desserts,86.51,NEW,BTM Layout,Bengaluru ,8,,Yes,6.13
ORD_1029,2023-11-12 19:21:00,,Starbucks,Japanese,70.81,,BTM Layout,Bnegaluru,7,,No,
ORD_1030,2023-12-21 14:52:00,,Pizza Hut,Continental,38.61,3.0 / 5,Banashankari,bengaluru,8,,,
ORD_1031,2023-11-28 07:30:00,2023-11-28 08:31:00,Leon Grill,Coffee,23.02,3.0 / 5,Kengeri,Bengaluru ,8,,Yes,6.11
ORD_1032,2023-12-12 03:41:00,2023-12-12 04:06:00,Taco Bell,Chinese,60.76,NEW,Basavanagudi,bengaluru,3,Yes,Yes,12.78
ORD_1033,2023-10-31 04:50:00,,Meghana Foods,Japanese,52.22,2.7/5,RR Nagar,Bnegaluru,3,No,,
ORD_1034,2023-12-30 02:06:00,,Nandhini,South Indian,115.18,3.0 / 5,Malleshwaram,Bnegaluru,7,,No,
ORD_1035,2023-11-25 03:57:00,,Mainland China,North Indian,127.46,,Basavanagudi,Bengaluru ,3,Yes,No,
ORD_1036,2023-10-24 01:12:00,,Toit,Biryani,47.49,4.0/5,Whitefield,Bengaluru,3,,No,
ORD_1037,2023-10-06 23:24:00,2023-10-07 00:13:00,Vidyarthi Bhavan,Continental,67.46,NEW,Banashankari,Bengaluru,1,,Yes,6.34
ORD_1038,2023-10-16 12:53:00,,Empire Restaurant,Mughlai,143.9,4.0/5,Hebbal,Bengaluru,2,No,,
ORD_1039,2023-10-18 14:31:00,,Empire Restaurant,Mexican,52.12,2.9/5,Electronic City,Bengaluru,7,,,
ORD_1040,2023-11-19 14:43:00,,Starbucks,North Indian,24.92,4.4/5,RR Nagar,Bengaluru,6,,,
ORD_1041,2023-11-26 23:50:00,,Meghana Foods,South Indian,12.43,,Koramangala,Bnegaluru,7,,,
ORD_1042,2023-11-04 18:37:00,2023-11-04 19:22:00,Meghana Foods,North Indian,27.98,3.0 / 5,Basavanagudi,bengaluru,7,No,Yes,11.17
ORD_1043,2023-12-22 09:12:00,,Nandhini,Mexican,108.81,3.0 / 5,Banashankari,Bengaluru ,1,No,,
ORD_1044,2023-12-17 00:15:00,2023-12-17 00:58:00,Leon Grill,Japanese,78.83,4.0/5,Kengeri,Bnegaluru,2,,Yes,12.95
ORD_1045,2023-11-05 23:06:00,,Starbucks,Biryani,108.23,4.0/5,HSR Layout,Bengaluru,1,No,,
ORD_1046,2023-11-23 15:20:00,,Sushi Zen,Coffee,48.61,,Whitefield,bengaluru,2,Yes,No,
ORD_1047,2023-11-05 02:27:00,2023-11-05 03:08:00,Toit,Continental,77.13,NEW,Indiranagar,Bengaluru ,5,,Yes,7.08
ORD_1048,2023-11-04 08:49:00,,Leon Grill,Mexican,88.69,4.0/5,JP Nagar,Bnegaluru,1,,,
ORD_1049,2023-10-31 17:06:00,2023-10-31 17:59:00,Truffles,Desserts,122.91,3.7/5,Marthahalli,Bengaluru,3,No,Yes,7.17
ORD_1050,2023-12-18 22:11:00,,Empire Restaurant,Japanese,132.6,4.0/5,Jayanagar,Bengaluru ,3,No,No,
ORD_1051,2023-11-08 09:02:00,,Empire Restaurant,Indian,63.22,2.5/5,Whitefield,Bengaluru,4,Yes,,
ORD_1052,2023-12-07 19:54:00,2023-12-07 20:45:00,Corner House,Mexican,42.0,NEW,Jayanagar,Bengaluru ,8,Yes,Yes,7.35
ORD_1053,2023-11-01 23:04:00,2023-11-01 23:59:00,Sushi Zen,Italian,100.56,,Hebbal,bengaluru,4,,Yes,4.2
ORD_1054,2023-12-26 10:42:00,,Truffles,Italian,76.49,2.6/5,Kengeri,Bengaluru ,6,,No,
ORD_1055,2023-11-19 17:23:00,,Empire Restaurant,South Indian,16.06,,Electronic City,bengaluru,4,Yes,,
ORD_1056,2023-11-04 17:42:00,,Meghana Foods,Italian,100.21,3.8/5,Koramangala,bengaluru,5,,No,
ORD_1057,2023-10-07 16:40:00,,Empire Restaurant,South Indian,63.95,,Electronic City,Bnegaluru,4,,No,
ORD_1058,2023-10-10 21:42:00,,Mainland China,Fast Food,112.18,3.0 / 5,Marthahalli,Bnegaluru,5,,,
ORD_1059,2023-11-21 07:55:00,,Toit,Mexican,88.63,4.0/5,Jayanagar,bengaluru,2,,No,
ORD_1060,2023-10-23 18:53:00,,McD,Continental,127.85,NEW,Marthahalli,Bengaluru ,7,No,,
ORD_1061,2023-12-02 13:07:00,,Toit,Continental,12.8,4.6/5,Basavanagudi,Bengaluru ,7,,,
ORD_1062,2023-11-14 22:17:00,2023-11-14 22:49:00,Leon Grill,Mughlai,34.98,,Jayanagar,Bengaluru,7,Yes,Yes,13.67
ORD_1063,2023-10-11 17:16:00,,Empire Restaurant,Continental,90.48,,Banashankari,Bengaluru,7,No,,
ORD_1064,2023-11-15 19:44:00,,Burger King,Desserts,58.98,NEW,Koramangala,Bengaluru,3,,,
ORD_1065,2023-12-25 00:41:00,,McD,Mexican,42.75,NEW,HSR Layout,bengaluru,8,,,
ORD_1066,2023-12-25 17:37:00,,Mainland China,Coffee,99.88,,RR Nagar,bengaluru,5,No,No,
ORD_1067,2023-12-21 11:41:00,,Leon Grill,Desserts,31.38,3.0 / 5,Kengeri,Bnegaluru,5,Yes,,
ORD_1068,2023-10-15 22:28:00,,Toit,Chinese,136.24,3.0 / 5,Indiranagar,Bnegaluru,3,Yes,,
ORD_1069,2023-11-13 15:31:00,2023-11-13 16:34:00,Mainland China,Italian,36.9,3.0 / 5,Kengeri,Bnegaluru,8,,Yes,6.76
ORD_1070,2023-12-26 20:00:00,,Pizza Hut,Coffee,97.28,3.5/5,Kengeri,Bnegaluru,6,No,,
ORD_1071,2023-11-25 22:45:00,,Taco Bell,North Indian,143.49,,Electronic City,Bengaluru ,8,No,,
ORD_1072,2023-12-17 21:40:00,,Pizza Hut,North Indian,61.13,3.0 / 5,Kengeri,bengaluru,2,,No,
ORD_1073,2023-10-28 00:33:00,2023-10-28 00:57:00,Toit,Continental,50.15,NEW,HSR Layout,Bnegaluru,6,Yes,Yes,14.78
ORD_1074,2023-12-30 04:06:00,2023-12-30 04:24:00,Meghana Foods,Mexican,101.22,NEW,RR Nagar,Bengaluru ,4,Yes,Yes,1.76
ORD_1075,2023-10-11 03:01:00,2023-10-11 03:32:00,Taco Bell,Fast Food,15.3,3.1/5,Whitefield,Bnegaluru,5,No,Yes,5.62
ORD_1076,2023-10-04 20:47:00,2023-10-04 21:35:00,Leon Grill,Continental,115.12,NEW,JP Nagar,Bnegaluru,1,Yes,Yes,7.13
ORD_1077,2023-12-10 00:31:00,,Mainland China,North Indian,51.15,,Hebbal,Bnegaluru,2,Yes,,
ORD_1078,2023-11-24 23:22:00,,Pizza Hut,Continental,87.61,3.0 / 5,RR Nagar,Bnegaluru,4,No,No,
ORD_1079,2023-12-21 01:40:00,,Meghana Foods,Coffee,108.1,3.1/5,Hebbal,Bnegaluru,3,,,
ORD_1080,2023-11-11 10:09:00,,Nandhini,Indian,74.88,NEW,HSR Layout,Bengaluru ,8,,No,
ORD_1081,2023-10-07 02:25:00,,Toit,Biryani,24.44,NEW,Kengeri,Bengaluru ,2,No,,
ORD_1082,2023-12-08 07:19:00,2023-12-08 08:09:00,Burger King,Chinese,146.81,NEW,HSR Layout,bengaluru,8,Yes,Yes,14.41
ORD_1083,2023-12-15 19:01:00,2023-12-15 20:00:00,Leon Grill,Italian,75.52,,BTM Layout,Bnegaluru,7,,Yes,9.38
ORD_1084,2023-11-13 07:19:00,,Taco Bell,Coffee,73.06,3.4/5,JP Nagar,Bengaluru,1,No,,
ORD_1085,2023-12-03 13:50:00,,Empire Restaurant,Mughlai,58.73,4.0/5,Hebbal,Bengaluru ,2,,,
ORD_1086,2023-11-12 23:35:00,2023-11-13 00:26:00,Leon Grill,Italian,75.84,,Koramangala,bengaluru,1,,Yes,2.93
ORD_1087,2023-11-24 11:14:00,,Burger King,South Indian,138.17,,Malleshwaram,Bengaluru,6,Yes,,
ORD_1088,2023-11-20 17:07:00,,Mainland China,Biryani,93.16,,Whitefield,Bengaluru ,1,,,
ORD_1089,2023-11-22 21:51:00,,Truffles,Japanese,15.57,3.0 / 5,Jayanagar,Bengaluru ,6,Yes,,
ORD_1090,2023-10-29 06:48:00,,Starbucks,Biryani,39.19,4.0/5,Jayanagar,Bengaluru,3,No,,
ORD_1091,2023-10-28 16:45:00,,Corner House,South Indian,83.42,,Jayanagar,Bengaluru ,5,,,
ORD_1092,2023-11-12 00:22:00,,Leon Grill,Italian,134.96,,HSR Layout,bengaluru,4,,,
ORD_1093,2023-11-23 13:48:00,,Meghana Foods,South Indian,82.87,3.0 / 5,Hebbal,bengaluru,2,Yes,No,
ORD_1094,2023-12-14 12:44:00,,Burger King,Desserts,73.78,NEW,BTM Layout,Bnegaluru,3,Yes,,
ORD_1095,2023-11-15 05:40:00,,Burger King,Italian,124.91,3.0 / 5,Indiranagar,Bnegaluru,8,,,
ORD_1096,2023-10-19 03:18:00,,Empire Restaurant,Mughlai,110.11,,BTM Layout,Bengaluru ,7,,,
ORD_1097,2023-11-04 03:11:00,2023-11-04 03:54:00,Toit,Continental,94.67,NEW,Basavanagudi,Bengaluru ,1,,Yes,5.01
ORD_1098,2023-10-27 05:32:00,,Vidyarthi Bhavan,Japanese,13.53,2.5/5,Electronic City,Bengaluru ,7,Yes,,
ORD_1099,2023-10-22 05:37:00,2023-10-22 06:31:00,Nandhini,Fast Food,90.14,NEW,Koramangala,bengaluru,8,No,Yes,10.51
ORD_1100,2023-10-03 00:12:00,,Leon Grill,Chinese,94.59,3.0 / 5,Whitefield,Bengaluru ,2,Yes,,
ORD_1101,2023-11-15 17:15:00,2023-11-15 17:53:00,Empire Restaurant,Japanese,91.91,4.0/5,Whitefield,Bnegaluru,4,,Yes,8.21
ORD_1102,2023-12-09 10:48:00,,Corner House,Fast Food,37.64,3.0 / 5,Banashankari,bengaluru,3,,,
ORD_1103,2023-12-23 06:15:00,,Burger King,Mughlai,74.33,4.0/5,RR Nagar,Bnegaluru,7,,,
ORD_1104,2023-11-21 11:56:00,,Taco Bell,Mughlai,80.61,,Electronic City,Bengaluru ,6,No,No,
ORD_1105,2023-11-13 11:51:00,,Truffles,Chinese,52.64,2.5/5,JP Nagar,bengaluru,5,No,No,
ORD_1106,2023-12-11 20:27:00,,Sushi Zen,Fast Food,28.61,3.0 / 5,Jayanagar,bengaluru,5,No,,
ORD_1107,2023-11-30 21:06:00,,Truffles,Indian,111.27,3.0 / 5,Whitefield,bengaluru,2,Yes,No,
ORD_1108,2023-11-24 07:04:00,,Starbucks,Coffee,49.42,NEW,Marthahalli,bengaluru,1,,,
ORD_1109,2023-11-14 21:38:00,,Taco Bell,Biryani,141.67,NEW,Electronic City,Bengaluru ,1,,,
ORD_1110,2023-11-22 18:43:00,,Corner House,Coffee,91.3,4.0/5,JP Nagar,Bengaluru,3,No,,
ORD_1111,2023-10-17 06:35:00,,Leon Grill,South Indian,119.69,2.6/5,Indiranagar,Bnegaluru,6,No,No,
ORD_1112,2023-10-05 01:05:00,,Taco Bell,Continental,14.2,4.0/5,Indiranagar,Bnegaluru,5,Yes,,
ORD_1113,2023-12-17 00:42:00,,Burger King,South Indian,65.99,4.0/5,Indiranagar,Bengaluru ,3,,No,
ORD_1114,2023-11-14 14:22:00,,Mainland China,Japanese,6.53,3.0 / 5,Jayanagar,bengaluru,4,No,,
ORD_1115,2023-11-20 13:14:00,,Meghana Foods,North Indian,26.89,,Whitefield,Bengaluru,7,Yes,,
ORD_1116,2023-12-10 23:50:00,,Corner House,North Indian,113.0,2.3/5,HSR Layout,bengaluru,1,Yes,No,
ORD_1117,2023-10-14 14:49:00,2023-10-14 15:05:00,Sushi Zen,Fast Food,7.99,4.0/5,RR Nagar,Bengaluru ,1,,Yes,6.19
ORD_1118,2023-10-02 07:36:00,,Taco Bell,Coffee,17.97,3.0 / 5,Malleshwaram,Bnegaluru,2,No,,
ORD_1119,2023-12-22 14:10:00,,Meghana Foods,Mexican,76.56,3.0/5,Marthahalli,Bengaluru,1,Yes,,
ORD_1120,2023-12-10 02:53:00,,Toit,Japanese,12.1,3.4/5,Electronic City,Bengaluru ,5,,,
ORD_1121,2023-10-14 23:13:00,,Starbucks,Italian,35.6,,Banashankari,Bengaluru,4,No,No,
ORD_1122,2023-11-28 04:17:00,,Starbucks,North Indian,108.13,4.0/5,JP Nagar,bengaluru,3,Yes,,
ORD_1123,2023-10-11 21:04:00,,Corner House,Fast Food,110.97,4.1/5,Malleshwaram,Bengaluru ,4,,,
ORD_1124,2023-12-08 16:12:00,,Leon Grill,Chinese,33.06,3.0 / 5,RR Nagar,bengaluru,3,Yes,No,
